City,State short,State full,County,City alias
Pueblo,CO,Colorado,PUEBLO,Pinon
Pueblo,CO,Colorado,PUEBLO,Govt Printg Ofc
Pueblo,CO,Colorado,PUEBLO,Co Lottery
Colorado City,CO,Colorado,PUEBLO,Colo City
Colorado City,CO,Colorado,PUEBLO,Colorado City
Aguilar,CO,Colorado,LAS ANIMAS,Aguilar
Arlington,CO,Colorado,KIOWA,Arlington
Avondale,CO,Colorado,PUEBLO,N Avondale
Avondale,CO,Colorado,PUEBLO,Broadacre
Avondale,CO,Colorado,PUEBLO,North Avondale
Avondale,CO,Colorado,PUEBLO,Avondale
Beulah,CO,Colorado,PUEBLO,Beulah
Boncarbo,CO,Colorado,LAS ANIMAS,Boncarbo
Boone,CO,Colorado,PUEBLO,Boone
Branson,CO,Colorado,LAS ANIMAS,Branson
Campo,CO,Colorado,BACA,Campo
Cheraw,CO,Colorado,OTERO,Cheraw
Crowley,CO,Colorado,CROWLEY,Crowley
Ordway,CO,Colorado,CROWLEY,Ark Valley Corr Facl
Ordway,CO,Colorado,CROWLEY,Ordway
Eads,CO,Colorado,KIOWA,Eads
Eads,CO,Colorado,KIOWA,Brandon
Eads,CO,Colorado,KIOWA,Chivington
Fort Lyon,CO,Colorado,BENT,Ft Lyon
Fort Lyon,CO,Colorado,BENT,Fort Lyon
Fowler,CO,Colorado,OTERO,Fowler
Gardner,CO,Colorado,HUERFANO,Gardner
Gardner,CO,Colorado,HUERFANO,Farisita
Granada,CO,Colorado,PROWERS,Koen
Granada,CO,Colorado,PROWERS,Granada
Granada,CO,Colorado,PROWERS,Barton
Hartman,CO,Colorado,PROWERS,Hartman
Hasty,CO,Colorado,BENT,Caddoa
Hasty,CO,Colorado,BENT,Hasty
Hasty,CO,Colorado,BENT,John Martin Reservoir
Haswell,CO,Colorado,KIOWA,Haswell
Hoehne,CO,Colorado,LAS ANIMAS,Hoehne
Holly,CO,Colorado,PROWERS,Cheney Center
Holly,CO,Colorado,PROWERS,Bristol
Holly,CO,Colorado,PROWERS,Holly
Kim,CO,Colorado,LAS ANIMAS,Villegreen
Kim,CO,Colorado,LAS ANIMAS,Kim
La Junta,CO,Colorado,OTERO,North La Junta
La Junta,CO,Colorado,OTERO,La Junta
La Junta,CO,Colorado,OTERO,Fairmont
La Junta,CO,Colorado,OTERO,Timpas
La Junta,CO,Colorado,OTERO,Bents Fort
La Junta,CO,Colorado,OTERO,Ft Bent
La Junta,CO,Colorado,OTERO,Timber Lake
La Junta,CO,Colorado,OTERO,Fair View
La Junta,CO,Colorado,OTERO,Bents Old Fort
La Junta,CO,Colorado,OTERO,Fort Bent
La Junta,CO,Colorado,OTERO,Roberta
Lamar,CO,Colorado,PROWERS,Kornman
Lamar,CO,Colorado,PROWERS,Prowers
Lamar,CO,Colorado,PROWERS,May Valley
Lamar,CO,Colorado,PROWERS,Carlton
Lamar,CO,Colorado,PROWERS,Shady Camp
Lamar,CO,Colorado,PROWERS,West Farm
Lamar,CO,Colorado,PROWERS,Lamar
Las Animas,CO,Colorado,BENT,Deora
Las Animas,CO,Colorado,BENT,Las Animas
Las Animas,CO,Colorado,BENT,Fort Lyon
Las Animas,CO,Colorado,BENT,Ft Lyon
Las Animas,CO,Colorado,BENT,Ninaview
Las Animas,CO,Colorado,BENT,Toonerville
La Veta,CO,Colorado,HUERFANO,Ojo
La Veta,CO,Colorado,HUERFANO,La Veta
La Veta,CO,Colorado,HUERFANO,Indian Creek
La Veta,CO,Colorado,HUERFANO,Wahatoya
Mc Clave,CO,Colorado,BENT,Mc Clave
Mc Clave,CO,Colorado,BENT,Lubers
Manzanola,CO,Colorado,OTERO,Manzanola
Model,CO,Colorado,LAS ANIMAS,Tyrone
Model,CO,Colorado,LAS ANIMAS,Delhi
Model,CO,Colorado,LAS ANIMAS,Model
Model,CO,Colorado,LAS ANIMAS,Thatcher
Olney Springs,CO,Colorado,CROWLEY,Olney Springs
Ordway,CO,Colorado,CROWLEY,Numa
Ordway,CO,Colorado,CROWLEY,Punkin Center
Pritchett,CO,Colorado,BACA,Utleyville
Pritchett,CO,Colorado,BACA,Pritchett
Rocky Ford,CO,Colorado,OTERO,Rocky Ford
Rocky Ford,CO,Colorado,OTERO,Hawley
Rocky Ford,CO,Colorado,OTERO,Vroman
Rye,CO,Colorado,PUEBLO,Rye
Rye,CO,Colorado,PUEBLO,Cedarwood
Rye,CO,Colorado,PUEBLO,Lascar
Rye,CO,Colorado,PUEBLO,San Isabel
Rye,CO,Colorado,PUEBLO,Greenwood
Sheridan Lake,CO,Colorado,KIOWA,Brandon
Sheridan Lake,CO,Colorado,KIOWA,Sheridan Lake
Sheridan Lake,CO,Colorado,KIOWA,Towner
Springfield,CO,Colorado,BACA,Springfield
Springfield,CO,Colorado,BACA,Edler
Springfield,CO,Colorado,BACA,Maxey
Sugar City,CO,Colorado,CROWLEY,Sugar City
Swink,CO,Colorado,OTERO,Swink
Trinchera,CO,Colorado,LAS ANIMAS,Trinchera
Trinidad,CO,Colorado,LAS ANIMAS,Pinon Canyon
Trinidad,CO,Colorado,LAS ANIMAS,Sopris
Trinidad,CO,Colorado,LAS ANIMAS,El Moro
Trinidad,CO,Colorado,LAS ANIMAS,Starkville
Trinidad,CO,Colorado,LAS ANIMAS,Cokedale
Trinidad,CO,Colorado,LAS ANIMAS,Trinidad
Trinidad,CO,Colorado,LAS ANIMAS,Beshoar Jct
Trinidad,CO,Colorado,LAS ANIMAS,Jansen
Trinidad,CO,Colorado,LAS ANIMAS,Ludlow
Two Buttes,CO,Colorado,BACA,Two Buttes
Two Buttes,CO,Colorado,BACA,Lycan
Vilas,CO,Colorado,BACA,Vilas
Walsenburg,CO,Colorado,HUERFANO,Toltec
Walsenburg,CO,Colorado,HUERFANO,Mutual
Walsenburg,CO,Colorado,HUERFANO,Farisita
Walsenburg,CO,Colorado,HUERFANO,Pryor
Walsenburg,CO,Colorado,HUERFANO,Walsenburg
Walsenburg,CO,Colorado,HUERFANO,Farista
Walsh,CO,Colorado,BACA,Stonington
Walsh,CO,Colorado,BACA,Walsh
Weston,CO,Colorado,LAS ANIMAS,East Weston
Weston,CO,Colorado,LAS ANIMAS,Monument Lake Park
Weston,CO,Colorado,LAS ANIMAS,Tercio
Weston,CO,Colorado,LAS ANIMAS,Monument Park
Weston,CO,Colorado,LAS ANIMAS,Torres Canon
Weston,CO,Colorado,LAS ANIMAS,Vigil
Weston,CO,Colorado,LAS ANIMAS,Weston
Weston,CO,Colorado,LAS ANIMAS,Stonewall
Wiley,CO,Colorado,PROWERS,Big Bend
Wiley,CO,Colorado,PROWERS,Wiley
Alamosa,CO,Colorado,ALAMOSA,Estrella
Alamosa,CO,Colorado,ALAMOSA,East Alamosa
Alamosa,CO,Colorado,ALAMOSA,Henry
Alamosa,CO,Colorado,ALAMOSA,Washington
Alamosa,CO,Colorado,ALAMOSA,Stanley
Alamosa,CO,Colorado,ALAMOSA,Carmel
Alamosa,CO,Colorado,ALAMOSA,Great Sand Dunes National Mo
Alamosa,CO,Colorado,ALAMOSA,Alamosa
Alamosa,CO,Colorado,ALAMOSA,Waverly
Alamosa,CO,Colorado,ALAMOSA,Sand Dunes Mo
Alamosa,CO,Colorado,ALAMOSA,Adams State College
Antonito,CO,Colorado,CONEJOS,Espinoza
Antonito,CO,Colorado,CONEJOS,La Isla
Antonito,CO,Colorado,CONEJOS,Track City
Antonito,CO,Colorado,CONEJOS,Ortiz
Antonito,CO,Colorado,CONEJOS,San Rafeal
Antonito,CO,Colorado,CONEJOS,San Miguel
Antonito,CO,Colorado,CONEJOS,Florida
Antonito,CO,Colorado,CONEJOS,Fox Creek
Antonito,CO,Colorado,CONEJOS,San Antonio
Antonito,CO,Colorado,CONEJOS,Antonito
Antonito,CO,Colorado,CONEJOS,Las Mesitas
Antonito,CO,Colorado,CONEJOS,Lobatos
Antonito,CO,Colorado,CONEJOS,Mogote
Antonito,CO,Colorado,CONEJOS,Paisaje
Antonito,CO,Colorado,CONEJOS,Los Pinas
Arboles,CO,Colorado,ARCHULETA,Piedre Park
Arboles,CO,Colorado,ARCHULETA,Navajo State Park
Arboles,CO,Colorado,ARCHULETA,Arboles
Bayfield,CO,Colorado,LA PLATA,Vallecito
Bayfield,CO,Colorado,LA PLATA,Bayfield
Bayfield,CO,Colorado,LA PLATA,Chimney Rock
Bayfield,CO,Colorado,LA PLATA,Gem Village
Blanca,CO,Colorado,COSTILLA,Blanca
Capulin,CO,Colorado,CONEJOS,Capulin
Center,CO,Colorado,RIO GRANDE,Center
Chama,CO,Colorado,COSTILLA,Chama
Chromo,CO,Colorado,ARCHULETA,Chromo
Conejos,CO,Colorado,CONEJOS,Conejos
Creede,CO,Colorado,MINERAL,Spar City
Creede,CO,Colorado,MINERAL,Creede
Crestone,CO,Colorado,SAGUACHE,Crestone
Del Norte,CO,Colorado,RIO GRANDE,Aqua Ramon
Del Norte,CO,Colorado,RIO GRANDE,Freeman
Del Norte,CO,Colorado,RIO GRANDE,Summitville
Del Norte,CO,Colorado,RIO GRANDE,Plaza
Del Norte,CO,Colorado,RIO GRANDE,Del Norte
Del Norte,CO,Colorado,RIO GRANDE,Baxterville
Fort Garland,CO,Colorado,COSTILLA,Forbes Park
Fort Garland,CO,Colorado,COSTILLA,Fort Garland
Fort Garland,CO,Colorado,COSTILLA,Sangre De Cristo Ranches
Fort Garland,CO,Colorado,COSTILLA,Ft Garland
Fort Garland,CO,Colorado,COSTILLA,Sangre De Cri
Homelake,CO,Colorado,RIO GRANDE,Monte Vista
Homelake,CO,Colorado,RIO GRANDE,Homelake
Hooper,CO,Colorado,ALAMOSA,Hooper
Ignacio,CO,Colorado,LA PLATA,Ignacio
Ignacio,CO,Colorado,LA PLATA,So Ute Indian Res
Ignacio,CO,Colorado,LA PLATA,Southern Ute Indian Reservat
Ignacio,CO,Colorado,LA PLATA,Allison
Ignacio,CO,Colorado,LA PLATA,Oxford
Ignacio,CO,Colorado,LA PLATA,Tiffany
Ignacio,CO,Colorado,LA PLATA,S Ute Indian
Ignacio,CO,Colorado,LA PLATA,Indian Agency
Jaroso,CO,Colorado,COSTILLA,Jaroso
La Jara,CO,Colorado,CONEJOS,Morgan
La Jara,CO,Colorado,CONEJOS,Bountiful
La Jara,CO,Colorado,CONEJOS,Richfield
La Jara,CO,Colorado,CONEJOS,La Jara
Manassa,CO,Colorado,CONEJOS,Manassa
Moffat,CO,Colorado,SAGUACHE,Moffat
Moffat,CO,Colorado,SAGUACHE,Mirage
Monte Vista,CO,Colorado,RIO GRANDE,Monte Vista
Monte Vista,CO,Colorado,RIO GRANDE,Maxeyville
Monte Vista,CO,Colorado,RIO GRANDE,Lariat
Monte Vista,CO,Colorado,RIO GRANDE,Sargents School
Mosca,CO,Colorado,ALAMOSA,Mosca
Pagosa Springs,CO,Colorado,ARCHULETA,Pagosa Spgs
Pagosa Springs,CO,Colorado,ARCHULETA,Chimney Rock
Pagosa Springs,CO,Colorado,ARCHULETA,Pagosa Lakes
Pagosa Springs,CO,Colorado,ARCHULETA,Pagosa Springs
Romeo,CO,Colorado,CONEJOS,Romeo
Saguache,CO,Colorado,SAGUACHE,Saguache
Sanford,CO,Colorado,CONEJOS,San Acacio
Sanford,CO,Colorado,CONEJOS,Lasauses
Sanford,CO,Colorado,CONEJOS,Sanford
San Luis,CO,Colorado,COSTILLA,Wildhorse Mesa
San Luis,CO,Colorado,COSTILLA,Garcia
San Luis,CO,Colorado,COSTILLA,Los Fuertes
San Luis,CO,Colorado,COSTILLA,San Luis
San Luis,CO,Colorado,COSTILLA,San Pablo
San Luis,CO,Colorado,COSTILLA,San Pedro
San Luis,CO,Colorado,COSTILLA,El Rito
San Luis,CO,Colorado,COSTILLA,Mesita
San Luis,CO,Colorado,COSTILLA,San Francisco
South Fork,CO,Colorado,RIO GRANDE,Alpine
South Fork,CO,Colorado,RIO GRANDE,Masonic Park
South Fork,CO,Colorado,RIO GRANDE,South Fork
South Fork,CO,Colorado,RIO GRANDE,Wagon Wheel Gap
Villa Grove,CO,Colorado,SAGUACHE,Villa Grove
Villa Grove,CO,Colorado,SAGUACHE,Bonanza City
Salida,CO,Colorado,CHAFFEE,Cleora
Salida,CO,Colorado,CHAFFEE,Maysville
Salida,CO,Colorado,CHAFFEE,Turret
Salida,CO,Colorado,CHAFFEE,Smeltertown
Salida,CO,Colorado,CHAFFEE,Wellsville
Salida,CO,Colorado,CHAFFEE,Swissvale
Salida,CO,Colorado,CHAFFEE,Salida
Almont,CO,Colorado,GUNNISON,Spring Creek
Almont,CO,Colorado,GUNNISON,Rainbow
Almont,CO,Colorado,GUNNISON,Jacks Cabin
Almont,CO,Colorado,GUNNISON,Almont
Almont,CO,Colorado,GUNNISON,Taylor Park
Almont,CO,Colorado,GUNNISON,Tincup
Buena Vista,CO,Colorado,CHAFFEE,Buena Vista
Buena Vista,CO,Colorado,CHAFFEE,Johnson Village
Canon City,CO,Colorado,FREMONT,Penitentiary
Canon City,CO,Colorado,FREMONT,Prospect Heights
Canon City,CO,Colorado,FREMONT,Buckskin Joe
Canon City,CO,Colorado,FREMONT,Canon City
Canon City,CO,Colorado,FREMONT,Parkdale
Canon City,CO,Colorado,FREMONT,Ilse
Canon City,CO,Colorado,FREMONT,Brookside
Cimarron,CO,Colorado,MONTROSE,Cimarron
Coal Creek,CO,Colorado,FREMONT,Coal Creek
Coaldale,CO,Colorado,FREMONT,Coaldale
Cotopaxi,CO,Colorado,FREMONT,Texas Creek
Cotopaxi,CO,Colorado,FREMONT,Cotopaxi
Crested Butte,CO,Colorado,GUNNISON,Cement Creek
Crested Butte,CO,Colorado,GUNNISON,Crested Butte
Crested Butte,CO,Colorado,GUNNISON,Riverbend
Crested Butte,CO,Colorado,GUNNISON,Skyland
Crested Butte,CO,Colorado,GUNNISON,Crested Butte So
Crested Butte,CO,Colorado,GUNNISON,Meridian Lake
Crested Butte,CO,Colorado,GUNNISON,Mt Crested Butte
Crested Butte,CO,Colorado,GUNNISON,Mount Crested Butte
Florence,CO,Colorado,FREMONT,Portland
Florence,CO,Colorado,FREMONT,Williamsburg
Florence,CO,Colorado,FREMONT,Florence
Florence,CO,Colorado,FREMONT,Brewster
Monarch,CO,Colorado,CHAFFEE,Monarch
Monarch,CO,Colorado,CHAFFEE,Salida
Granite,CO,Colorado,CHAFFEE,Granite
Granite,CO,Colorado,CHAFFEE,Twin Lakes
Gunnison,CO,Colorado,GUNNISON,Baldwin
Gunnison,CO,Colorado,GUNNISON,Doyleville
Gunnison,CO,Colorado,GUNNISON,Iola
Gunnison,CO,Colorado,GUNNISON,Taylor Park
Gunnison,CO,Colorado,GUNNISON,Gunnison
Gunnison,CO,Colorado,GUNNISON,Western State College
Hillside,CO,Colorado,FREMONT,Hillside
Howard,CO,Colorado,FREMONT,Howard
Lake City,CO,Colorado,HINSDALE,Lake City
Nathrop,CO,Colorado,CHAFFEE,Alpine Village
Nathrop,CO,Colorado,CHAFFEE,Saint Elmo
Nathrop,CO,Colorado,CHAFFEE,Iron City
Nathrop,CO,Colorado,CHAFFEE,Mount Princeton
Nathrop,CO,Colorado,CHAFFEE,Nathrop
Ohio City,CO,Colorado,GUNNISON,Ohio City
Parlin,CO,Colorado,GUNNISON,Parlin
Penrose,CO,Colorado,FREMONT,Penrose
Pitkin,CO,Colorado,GUNNISON,Pitkin
Poncha Springs,CO,Colorado,CHAFFEE,Poncha Springs
Poncha Springs,CO,Colorado,CHAFFEE,Poncha Spgs
Powderhorn,CO,Colorado,GUNNISON,Powderhorn
Rockvale,CO,Colorado,FREMONT,Rockvale
Gunnison,CO,Colorado,GUNNISON,Sapinero
Gunnison,CO,Colorado,GUNNISON,Windy Point
Sargents,CO,Colorado,SAGUACHE,White Pine
Sargents,CO,Colorado,SAGUACHE,Sargents
Twin Lakes,CO,Colorado,LAKE,Twin Lakes
Westcliffe,CO,Colorado,CUSTER,Westcliffe
Westcliffe,CO,Colorado,CUSTER,Horn Creek
Westcliffe,CO,Colorado,CUSTER,Silver Cliff
Westcliffe,CO,Colorado,CUSTER,Tanglewood Acres
Westcliffe,CO,Colorado,CUSTER,Rosita
Wetmore,CO,Colorado,CUSTER,Wetmore
Wetmore,CO,Colorado,CUSTER,Greenwood
Florence,CO,Colorado,FREMONT,Federal Correctional Complex
Durango,CO,Colorado,LA PLATA,College Heights Durango
Durango,CO,Colorado,LA PLATA,Durango
Durango,CO,Colorado,LA PLATA,Tamarron
Durango,CO,Colorado,LA PLATA,Purgatory
Durango,CO,Colorado,LA PLATA,Hermosa
Cahone,CO,Colorado,DOLORES,Cahone
Cortez,CO,Colorado,MONTEZUMA,Arriola
Cortez,CO,Colorado,MONTEZUMA,Cortez
Cortez,CO,Colorado,MONTEZUMA,Hovenweep National Monument
Dolores,CO,Colorado,MONTEZUMA,Dolores
Dolores,CO,Colorado,MONTEZUMA,Dunton
Dolores,CO,Colorado,MONTEZUMA,Stoner
Dove Creek,CO,Colorado,DOLORES,Dove Creek
Dove Creek,CO,Colorado,DOLORES,Squaw Point
Egnar,CO,Colorado,SAN MIGUEL,Slick Rock
Egnar,CO,Colorado,SAN MIGUEL,Egnar
Hesperus,CO,Colorado,LA PLATA,Kline
Hesperus,CO,Colorado,LA PLATA,Hesperus
Hesperus,CO,Colorado,LA PLATA,Breen
Hesperus,CO,Colorado,LA PLATA,Redmesa
Lewis,CO,Colorado,MONTEZUMA,Lewis
Mancos,CO,Colorado,MONTEZUMA,Mancos
Marvel,CO,Colorado,LA PLATA,Marvel
Mesa Verde National Park,CO,Colorado,MONTEZUMA,Mesa Verde
Mesa Verde National Park,CO,Colorado,MONTEZUMA,Mesa Verde National Park
Pleasant View,CO,Colorado,MONTEZUMA,Pleasant View
Rico,CO,Colorado,DOLORES,Rico
Towaoc,CO,Colorado,MONTEZUMA,Ute Mountain Indian Reservat
Towaoc,CO,Colorado,MONTEZUMA,Towaoc
Yellow Jacket,CO,Colorado,MONTEZUMA,Yellow Jacket
Montrose,CO,Colorado,MONTROSE,Montrose
Montrose,CO,Colorado,MONTROSE,Colona
Austin,CO,Colorado,DELTA,Austin
Austin,CO,Colorado,DELTA,Orchard City
Bedrock,CO,Colorado,MONTROSE,Bedrock
Cedaredge,CO,Colorado,DELTA,Grand Mesa
Cedaredge,CO,Colorado,DELTA,Coalby
Cedaredge,CO,Colorado,DELTA,Cedaredge
Cory,CO,Colorado,DELTA,Cory
Cory,CO,Colorado,DELTA,Orchard City
Crawford,CO,Colorado,DELTA,Maher
Crawford,CO,Colorado,DELTA,Crawford
Delta,CO,Colorado,DELTA,Delta
Eckert,CO,Colorado,DELTA,Orchard City
Eckert,CO,Colorado,DELTA,Eckert
Hotchkiss,CO,Colorado,DELTA,Rogers Mesa
Hotchkiss,CO,Colorado,DELTA,Hotchkiss
Lazear,CO,Colorado,DELTA,Lazear
Naturita,CO,Colorado,MONTROSE,Naturita
Norwood,CO,Colorado,SAN MIGUEL,Norwood
Nucla,CO,Colorado,MONTROSE,Nucla
Olathe,CO,Colorado,MONTROSE,Olathe
Ophir,CO,Colorado,SAN MIGUEL,Ophir
Ouray,CO,Colorado,OURAY,Red Mountain
Ouray,CO,Colorado,OURAY,Ouray
Paonia,CO,Colorado,DELTA,Bowie
Paonia,CO,Colorado,DELTA,Paonia
Paradox,CO,Colorado,MONTROSE,Paradox
Placerville,CO,Colorado,SAN MIGUEL,Sawpit
Placerville,CO,Colorado,SAN MIGUEL,Placerville
Redvale,CO,Colorado,MONTROSE,Redvale
Ridgway,CO,Colorado,OURAY,Ridgway
Silverton,CO,Colorado,SAN JUAN,Silverton
Somerset,CO,Colorado,GUNNISON,Somerset
Somerset,CO,Colorado,GUNNISON,Bear Mine
Telluride,CO,Colorado,SAN MIGUEL,Sawpit
Telluride,CO,Colorado,SAN MIGUEL,Mountain Village
Telluride,CO,Colorado,SAN MIGUEL,Mountain Vlg
Telluride,CO,Colorado,SAN MIGUEL,Pandora
Telluride,CO,Colorado,SAN MIGUEL,Telluride
Grand Junction,CO,Colorado,MESA,Grand Jct
Grand Junction,CO,Colorado,MESA,Grand Junction
Grand Junction,CO,Colorado,MESA,Fruitvale
Grand Junction,CO,Colorado,MESA,Appleton
Clifton,CO,Colorado,MESA,Clifton
Fruita,CO,Colorado,MESA,Colorado National Monument
Fruita,CO,Colorado,MESA,Fruita
Gateway,CO,Colorado,MESA,Gateway
Glade Park,CO,Colorado,MESA,Glade Park
Loma,CO,Colorado,MESA,Loma
Mack,CO,Colorado,MESA,New Liberty
Mack,CO,Colorado,MESA,Mack
Palisade,CO,Colorado,MESA,Palisade
Palisade,CO,Colorado,MESA,East Orchard Mesa
Whitewater,CO,Colorado,MESA,Whitewater
Glenwood Springs,CO,Colorado,GARFIELD,Cardiff
Glenwood Springs,CO,Colorado,GARFIELD,West Glenwood
Glenwood Springs,CO,Colorado,GARFIELD,Glenwood Springs
Glenwood Springs,CO,Colorado,GARFIELD,Glenwood Spgs
Glenwood Springs,CO,Colorado,GARFIELD,Glenwood
Dinosaur,CO,Colorado,MOFFAT,Massadona
Dinosaur,CO,Colorado,MOFFAT,Blue Mountain
Dinosaur,CO,Colorado,MOFFAT,Dinosaur
Aspen,CO,Colorado,PITKIN,Aspen
Aspen,CO,Colorado,PITKIN,Aspen Gerbaz
Snowmass Village,CO,Colorado,PITKIN,Snowmass Vlg
Snowmass Village,CO,Colorado,PITKIN,Snowmass Village
Snowmass Village,CO,Colorado,PITKIN,West Village
Avon,CO,Colorado,EAGLE,Avon
Avon,CO,Colorado,EAGLE,Beaver Creek
Basalt,CO,Colorado,EAGLE,Basalt
Basalt,CO,Colorado,EAGLE,Ruedi
Carbondale,CO,Colorado,GARFIELD,Marble
Carbondale,CO,Colorado,GARFIELD,Carbondale
Carbondale,CO,Colorado,GARFIELD,Crystal
Carbondale,CO,Colorado,GARFIELD,Redstone
Carbondale,CO,Colorado,GARFIELD,El Jebel
Collbran,CO,Colorado,MESA,Collbran
Collbran,CO,Colorado,MESA,Plateau City
Craig,CO,Colorado,MOFFAT,Lay
Craig,CO,Colorado,MOFFAT,Craig
De Beque,CO,Colorado,MESA,De Beque
Eagle,CO,Colorado,EAGLE,Eagle
Edwards,CO,Colorado,EAGLE,Edwards
Edwards,CO,Colorado,EAGLE,Cordillera
Dinosaur,CO,Colorado,MOFFAT,Elk Springs
Parachute,CO,Colorado,GARFIELD,Rulison
Parachute,CO,Colorado,GARFIELD,Btlmt Mesa
Parachute,CO,Colorado,GARFIELD,Parachute
Parachute,CO,Colorado,GARFIELD,Battlement Mesa
Parachute,CO,Colorado,GARFIELD,Grand Valley
Battlement Mesa,CO,Colorado,GARFIELD,Parachute
Battlement Mesa,CO,Colorado,GARFIELD,Btlmt Mesa
Battlement Mesa,CO,Colorado,GARFIELD,Battlement Mesa
Gypsum,CO,Colorado,EAGLE,Dotsero
Gypsum,CO,Colorado,EAGLE,Sweetwater
Gypsum,CO,Colorado,EAGLE,Gypsum
Hamilton,CO,Colorado,MOFFAT,Hamilton
Hamilton,CO,Colorado,MOFFAT,Pagoda
Hayden,CO,Colorado,ROUTT,Hayden
Maybell,CO,Colorado,MOFFAT,Greystone
Maybell,CO,Colorado,MOFFAT,Browns Park
Maybell,CO,Colorado,MOFFAT,Maybell
Meeker,CO,Colorado,RIO BLANCO,Meeker
Meeker,CO,Colorado,RIO BLANCO,Axel
Meeker,CO,Colorado,RIO BLANCO,Buford
Meredith,CO,Colorado,PITKIN,Meredith
Meredith,CO,Colorado,PITKIN,Nast
Meredith,CO,Colorado,PITKIN,Norrie
Mesa,CO,Colorado,MESA,Mesa
Minturn,CO,Colorado,EAGLE,Gilman
Minturn,CO,Colorado,EAGLE,Minturn
Molina,CO,Colorado,MESA,Molina
New Castle,CO,Colorado,GARFIELD,New Castle
Rangely,CO,Colorado,RIO BLANCO,Rangely
Red Cliff,CO,Colorado,EAGLE,Red Cliff
Rifle,CO,Colorado,GARFIELD,Antlers
Rifle,CO,Colorado,GARFIELD,Rulison
Rifle,CO,Colorado,GARFIELD,Rifle
Rifle,CO,Colorado,GARFIELD,Rio Blanco
Silt,CO,Colorado,GARFIELD,Silt
Slater,CO,Colorado,MOFFAT,Slater
Snowmass,CO,Colorado,PITKIN,Snowmass
Snowmass,CO,Colorado,PITKIN,Old Snowmass
Wolcott,CO,Colorado,EAGLE,Wolcott
Woody Creek,CO,Colorado,PITKIN,Woody Creek
Vail,CO,Colorado,EAGLE,Vail
Vail,CO,Colorado,EAGLE,East Vail
Vail,CO,Colorado,EAGLE,West Vail